事件标题,时间,城市,链接,罪种,置信度
Homem morre após ser baleado e outras duas pessoas ficam feridas em Divinópolis - G1,2026-06-16T14:34:10+00:00,MG / Divinópolis,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPUVJ0UDJMd1liZ0Y0WlZJQnQ3bS02T1Q1VWo0YmtUOGdiWVZuT1NNcjJaU1B2dkhCa0pVYVJ4dFdlLVFnR2RYWjV2WVZTWUk1MUx2WTU3OFN6RElad2ZaWjBRdFVka1lqZGNVNGNVZENjTFV3X1lGMzd1R2JlRTVNZGlOQldOblZzQmdldFdEaXNIckc2R1NxVjNxQUJQQ3oyR0ZodmlIU09Hc3h3a3QtNEo3Z3BjNE1GdFVaZjRVQ3hCazh0TUNpTzRKZnV1cHliMjl1MmhpQVTSAecBQVVfeXFMT3J2OFlWM0h4dWJwTXZkdkEyT1dKS3lNX1FPak5iS0lDZXlKT2docUI2SGhNdWRncjVyT2c5M2dnWmw0U1RSX3FZVkI0MlQ4TFNjUm9vTjBEUk5IdlNUaFVEQThxZ1QtbU1WbURtR0FiZ0w1M3FlYUlzS2lJeDd5ckZVLVVDNkZ3ZjZpNWVjYi10T2RTSUgtUXluMzkwWnJHNzY1T2ZqRkZBbUZRMWpkbDhEMlFzNWFmczA3R0dnWUxsTGk4SE1wclY5LWlHLTVnYWVJNmlzS3QyeTFZWDc3dG50TXE2eS13?oc=5,homicidio,100
Henrique e Juliano participam de vaquejada em Goiás e surpreendem fãs; VÍDEO,2026-06-16T14:31:41+00:00,TO / Palmas,https://g1.globo.com/to/tocantins/noticia/2026/06/16/henrique-e-juliano-participam-de-vaquejada-em-goias-e-surpreendem-fas-video.ghtml,outros,100
Bancos são alvo de mega-assalto no Paraguai em ação orquestrada com mais de 20 criminosos; polícia investiga participação de brasileiros,2026-06-16T14:31:24+00:00,PR / Maringá,https://g1.globo.com/pr/oeste-sudoeste/noticia/2026/06/16/mega-assalto-paraguai.ghtml,roubo,100
Justiça suspende processo de homem suspeito de importunação sexual contra adolescente em mercado de condomínio,2026-06-16T14:23:18+00:00,SP / Sorocaba,https://g1.globo.com/sp/sorocaba-jundiai/noticia/2026/06/16/justica-suspende-processo-de-homem-suspeito-de-importunacao-sexual-contra-adolescente-em-mercado-de-condominio.ghtml,menor,95
POLÍCIA CIVIL DEFLAGRA OPERAÇÃO EM COMBATE AO CRIME ORGANIZADO. AS DILIGÊNCIAS ACONTECERAM TAMBÉM NA PENITENCIÁRIA E NO PRESÍDIO DE BLUMENAU. - Blog do Jaime,2026-06-16T14:15:00+00:00,SC / Blumenau,https://news.google.com/rss/articles/CBMi-wFBVV95cUxOcFNIMTh1VDdnaDJyZUt3Rzg5TzNUaTRzUG95Ujh6SkdxZUtPTnBhYjZUd1hianptSWhRQkxxZFlzT29RMmJlN2txT1FNYVFhdm9CNVVYOWRic3RhZkV5U2htOVVicm0xX0NTajlJVjlOUWZtYWJrVFZHX1pLVGpaNTZHSXMzOGg1Yi1BZEFDemU1R25XWXVzcFRMbng2dkNsNHpRdG8tS1Y5ZjB5SC05Y1lleTZsVnpRb01qYTdYTnpmMUNrVGVzdXpNLUdaaHVqY1d3LXZRd2hTR3liQWJaaG9nWFgwUlpIeGxpcThQSHBuVU43Tkd5cjNpOA?oc=5,policia,95
Depoimento de amigas investigadas por homicídio culposo de ciclista após fotos em ciclofaixa é marcado,2026-06-16T14:14:39+00:00,RS / Porto Alegre,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2026/06/16/depoimento-de-amigas-investigadas-por-homicidio-culposo-de-ciclista-apos-fotos-em-ciclofaixa-e-marcado.ghtml,homicidio,100
"Homens roubam carro de aplicativo, batem durante fuga e são presos no interior de SP",2026-06-16T14:14:26+00:00,SP / São José do Rio Preto,https://g1.globo.com/sp/sao-jose-do-rio-preto-aracatuba/noticia/2026/06/16/homens-roubam-carro-de-aplicativo-batem-durante-fuga-e-sao-presos-no-interior-de-sp.ghtml,roubo,95
Mulher é esfaqueada no pescoço por ex-companheiro; suspeito é encontrado morto no MA,2026-06-16T14:10:01+00:00,MA / São Luís,https://g1.globo.com/ma/maranhao/noticia/2026/06/16/mulher-e-esfaqueada-no-pescoco-por-ex-companheiro-suspeito-e-encontrado-morto-no-ma.ghtml,homicidio,100
"Sob investigação, contrato de terceirização das UPAs de Palmas por R$ 139 milhões segue valendo",2026-06-16T14:03:17+00:00,TO / Palmas,https://g1.globo.com/to/tocantins/noticia/2026/06/16/sob-investigacao-contrato-de-terceirizacao-das-upas-de-palmas-por-r-139-milhoes-segue-valendo.ghtml,fraude,95
Operação interdita lar de idosos em BH por falta de acessibilidade e irregularidades sanitárias,2026-06-16T13:58:22+00:00,MG / Belo Horizonte,https://g1.globo.com/mg/minas-gerais/noticia/2026/06/16/operacao-interdita-lar-de-idosos-em-bh-por-falta-de-acessibilidade-e-irregularidades-sanitarias.ghtml,policia,90
Operação contra o tráfico cumpre 27 mandados de prisão preventiva em Resende; 16 pessoas foram presas,2026-06-16T13:55:30+00:00,RJ / Volta Redonda,https://g1.globo.com/rj/sul-do-rio-costa-verde/noticia/2026/06/16/operacao-contra-o-trafico-cumpre-27-mandados-de-prisao-preventiva-em-resende-13-pessoas-foram-presas.ghtml,policia,95
"Motorista de aplicativo é morto durante assalto na BR-459, em Santa Rita do Sapucaí, MG",2026-06-16T13:53:05+00:00,MG / Pouso Alegre,https://g1.globo.com/mg/sul-de-minas/noticia/2026/06/16/motorista-de-aplicativo-e-encontrado-morto-na-br-459-em-santa-rita-do-sapucai-mg.ghtml,homicidio,95
Prefeitura de Ipatinga está com seleção aberta para Orientadores Sociais; veja como participar,2026-06-16T13:51:00+00:00,MG / Governador Valadares,https://g1.globo.com/mg/vales-mg/noticia/2026/06/16/prefeitura-de-ipatinga-esta-com-selecao-aberta-para-orientadores-sociais-veja-como-participar.ghtml,outros,100
Morre representante comercial atropelado na contramão por motorista que fugiu sem prestar socorro no ES,2026-06-16T13:50:27+00:00,ES / Vitória,https://g1.globo.com/es/espirito-santo/noticia/2026/06/16/morre-representante-comercial-atropelado-por-motorista-que-invadiu-a-contramao-e-fugiu-sem-prestar-socorro-em-cariacica.ghtml,homicidio,95
Cinco suspeitos são detidos em nova fase de operação contra clonagem de cartões em Juiz de Fora e região,2026-06-16T13:44:14+00:00,MG / Juiz de Fora,https://g1.globo.com/mg/zona-da-mata/noticia/2026/06/16/cinco-suspeitos-sao-detidos-em-nova-fase-de-operacao-contra-clonagem-de-cartoes-em-juiz-de-fora-e-regiao.ghtml,fraude,95
Funcionário de loja é preso por usar dados de clientes em golpe com contas e cartões em Búzios,2026-06-16T13:39:52+00:00,RJ / Cabo Frio,https://g1.globo.com/rj/regiao-dos-lagos/noticia/2026/06/16/funcionario-de-loja-e-preso-por-usar-dados-de-clientes-em-golpe-com-contas-e-cartoes-em-buzios.ghtml,fraude,100
Polícia Civil esclarece falso roubo em Blumenau e aponta tentativa de ocultar agressão ocorrida após discussão - Jornal de Pomerode,2026-06-16T13:39:27+00:00,SC / Blumenau,https://news.google.com/rss/articles/CBMi4AFBVV95cUxQNEw3cVY4cmJLdFgzUjNTclA4cEtmUEJPbGN2bjJyTl9lTGt2cDN4eEJJMFhPQ21rNlRjVGRXeGQyWHRhRzhWUHhTQ285YTBNX3lSS3dJLXliaE9ja1lmY1RZLVVnR002aGxKNl9UbUNIQlhMdmZiSlU4dkdTdzhyZFJoRTlocnpFTmdjUXdCMF8wbjgzb3M0aEVPV21tTnpHb1ZvSkw1QmFqcWoxS3hlOFAyTm1FdUNnRUVyYWZzMjBqSnVMU0l2Yk9HdFROZnVuVzdHWFRlRHY0a2Vsc3B0Vw?oc=5,policia,90
Médico rondoniense morre em acidente em Minas Gerais; veja quem ele era,2026-06-16T13:33:33+00:00,RO / Porto Velho,https://g1.globo.com/ro/rondonia/noticia/2026/06/16/medico-rondoniense-morre-em-acidente-em-minas-gerais-veja-quem-ele-era.ghtml,veiculo,95
"Ônibus tombou na BR-232 após motorista tentar desviar de objetos na pista, diz empresa",2026-06-16T13:28:17+00:00,PE / Caruaru,https://g1.globo.com/pe/caruaru-regiao/noticia/2026/06/16/onibus-tombou-na-br-232-apos-motorista-tentar-desviar-de-objetos-na-pista-diz-empresa.ghtml,outros,85
Operação prende suspeitos de causar prejuízo de R$ 10 milhões com golpe do falso advogado no CE e em SC,2026-06-16T13:27:27+00:00,SC / Florianópolis,https://g1.globo.com/ce/ceara/noticia/2026/06/16/operacao-mira-grupo-suspeito-de-aplicar-golpe-do-falso-advogado-no-ce-e-em-sc.ghtml,fraude,100
Homem é preso em flagrante por receptação de fios e equipamentos furtados em Petrolina,2026-06-16T13:19:11+00:00,PE / Petrolina,https://g1.globo.com/pe/petrolina-regiao/noticia/2026/06/16/homem-e-preso-em-flagrante-por-receptacao-de-fios-e-equipamentos-furtados-em-petrolina.ghtml,furto,90
Mais de 20 mulheres são resgatadas em operação contra tráfico humano interestadual,2026-06-16T13:18:44+00:00,PE / Recife,https://g1.globo.com/pb/paraiba/noticia/2026/06/16/mais-de-20-mulheres-sao-resgatadas-em-operacao-contra-trafico-humano-interestadual.ghtml,policia,95
Como servidores fora do expediente se beneficiavam de escala fake do Samu para receber sem trabalhar no AP; entenda,2026-06-16T13:14:14+00:00,AP / Macapá,https://g1.globo.com/ap/amapa/noticia/2026/06/16/como-servidores-fora-do-expediente-se-beneficiavam-de-escala-fake-do-samu-para-receber-sem-trabalhar-no-ap-entenda.ghtml,fraude,99
Acidente deixa moradores quase 10 horas sem luz e expõe alta de colisões contra postes em Campos,2026-06-16T13:09:43+00:00,RJ / Campos dos Goytacazes,https://g1.globo.com/rj/norte-fluminense/noticia/2026/06/16/acidente-deixa-moradores-quase-10-horas-sem-luz-e-expoe-alta-de-colisoes-contra-postes-em-campos.ghtml,outros,95
VÍDEO: Cavalo morre durante vaquejada no interior do RN,2026-06-16T13:08:05+00:00,RN / Natal,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2026/06/16/cavalo-morte-vaquejada-caico.ghtml,outros,95
Operação prende quatro pessoas por furto de energia elétrica no Maranhão,2026-06-16T13:04:47+00:00,MA / São Luís,https://g1.globo.com/ma/maranhao/noticia/2026/06/16/operacao-prende-quatro-pessoas-por-furto-de-energia-eletrica-no-maranhao.ghtml,policia,95
Jovem desaparecido é encontrado morto dentro do próprio carro com ajuda de drone da família no ES,2026-06-16T13:01:38+00:00,ES / Vitória,https://g1.globo.com/es/espirito-santo/sul-es/noticia/2026/06/16/jovem-desaparecido-e-encontrado-morto-dentro-do-proprio-carro-com-ajuda-de-drone-da-familia-no-es-a.ghtml,homicidio,100
Prefeitura decreta intervenção no Consórcio Guaicurus em Campo Grande,2026-06-16T12:51:52+00:00,MS / Campo Grande,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2026/06/16/prefeitura-decreta-intervencao-no-consorcio-guaicurus-em-campo-grande.ghtml,outros,85
Corpo é encontrado carbonizado dentro de carro em estrada rural de Alpercata,2026-06-16T12:48:51+00:00,MG / Governador Valadares,https://g1.globo.com/mg/vales-mg/noticia/2026/06/16/corpo-e-encontrado-carbonizado-dentro-de-carro-em-estrada-rural-de-alpercata.ghtml,homicidio,100
Aluna denuncia professor da Uema por importunação sexual e injúria em Caxias no MA,2026-06-16T12:44:15+00:00,MA / São Luís,https://g1.globo.com/ma/maranhao/noticia/2026/06/16/aluna-denuncia-professor-da-uema-por-importunacao-sexual-e-injuria-em-caxias-no-ma.ghtml,estupro,85
Dupla é presa com arma e drogas em Paraty,2026-06-16T12:43:04+00:00,RJ / Volta Redonda,https://g1.globo.com/rj/sul-do-rio-costa-verde/noticia/2026/06/16/dupla-e-presa-com-arma-e-drogas-em-paraty.ghtml,trafico,90
VÍDEO: homem incendeia carro por engano ao tentar atingir veículo de ex-companheiro em MG,2026-06-16T12:39:28+00:00,MG / Pouso Alegre,https://g1.globo.com/mg/sul-de-minas/noticia/2026/06/16/ocorrencias-policiais.ghtml,furto,90
Juros elevados impactam decisões de compra em Foz do Iguaçu,2026-06-16T12:33:13+00:00,PR / Cascavel,https://g1.globo.com/pr/oeste-sudoeste/especial-publicitario/consorcio-uniao-plano-credito-em-dobro-foz/noticia/2026/06/16/juros-elevados-impactam-decisoes-de-compra-em-foz-do-iguacu.ghtml,outros,100
Cachorro fica preso em motor de carro e é salvo pelos bombeiros em Araguari; FOTOS,2026-06-16T12:30:24+00:00,MG / Uberlândia,https://g1.globo.com/mg/triangulo-mineiro/noticia/2026/06/16/cachorro-fica-preso-em-motor-de-carro-e-e-salvo-pelos-bombeiros-em-araguari-fotos.ghtml,outros,90
Freiras que vivem atrás de grades no Paraná se revezam para rezar 24 horas por dia: 'Adoração perpétua',2026-06-16T12:25:11+00:00,PR / Maringá,https://g1.globo.com/pr/campos-gerais-sul/noticia/2026/06/16/freiras-que-vivem-atras-de-grades-no-parana-se-revezam-para-rezar-24-horas-por-dia-adoracao-perpetua.ghtml,outros,100
"Dupla é presa e adolescente apreendido suspeitos de assaltar idoso no bairro do Jurunas, em Belém | Polícia | O Liberal - O Liberal",2026-06-16T12:21:00+00:00,PA / Belém,https://news.google.com/rss/articles/CBMi1gFBVV95cUxONTZHdGFlMkZGNXlodVd0Zm94eGFnSXdzY0pYTWFlZWphV0tkQ0R1SEctTG9LNzZ4d3NraWF0akFUaG9ublpId3RlUkFnb3NjTGU0WDFYSi1RMFJLdXBmclpkNnhGV0dYalFDdUFVclZDSENIdnhqbmw5Uk42TnNMNElRSXJaeXVyWmFaay1xbFZ6YVdRN2dabVk2ei0ybU5fdDQtOUxJdXU2VWRSTTN3Yy1HR3dMV2NEQXJrWUY3bzV4bzVteU1uLW5vTlY3X2JNdW9EWXBn0gHbAUFVX3lxTFBpWDJOWV94VVB3SWRESDU2YzVuX1UtV053bC0yUkN6YzRzU2RyeVRHZXBhWVdQUHJ4blczSnE0b1pMSHlzYzNUaTRVRExKbktUc2s5WmtCRzVhR2JRYVpqWWF3bngtdnVCSUlZTW5IUGROems1UEd0R1FFZzR5bWgzMWEtRWZvS0tHNGFuVXp6UjBsWWE4NHNScWlyaHVOUWdoS3NhcHFSYmI2Tng0Z1FmanRwVV9HOW9FUHZxaEt2MDFhdThPTmZYUFA5N296eDl5bGZiakM3MnhfRQ?oc=5,policia,85
"VÍDEO: Grupo invade loja, furta 13 bicicletas elétricas e deixa prejuízo de R$ 100 mil em Vila Velha",2026-06-16T12:20:59+00:00,ES / Vitória,https://g1.globo.com/es/espirito-santo/noticia/2026/06/16/video-grupo-invade-loja-furta-13-bicicletas-eletricas-e-deixa-prejuizo-de-r-100-mil-em-vila-velha.ghtml,furto,95
Polícia Civil conclui investigação sobre roubos a adolescentes em São José dos Campos - CBN São José dos Campos e Vale,2026-06-16T12:18:24+00:00,SP / São José dos Campos,https://news.google.com/rss/articles/CBMiswFBVV95cUxNS3BtdnlBZ2NCYkdfbFoyc3ZGZU5LSURlUV94NWdVRjFCQkdKZFFBT2p2bnBNTHRBbThXOVh4VlUyTXh4cHBJNFhfSGZqb0tMd3U5clJPbjZOUWlqZTZxSW1rU3RvaUU0ZnVZemNNNHJwQ3FNYXRTYzZvYThqczYtd2huY2ZJYzZOVTlsSlRjLVZzaWJqQUU5SWFDT01UWHV1bDNPMXlrYkhLT2xDR2IwTGtJYw?oc=5,policia,90
Homem é preso em flagrante com mais de 6 kg de drogas em Boa Vista,2026-06-16T12:15:33+00:00,RR / Boa Vista,https://g1.globo.com/rr/roraima/noticia/2026/06/16/homem-e-preso-em-flagrante-com-mais-de-6-kg-de-drogas-em-boa-vista.ghtml,trafico,95
"Empresário condenado por aplicar golpe de R$ 20 milhões em agricultores no Paraná vai para prisão domiciliar, decide Justiça",2026-06-16T12:14:55+00:00,PR / Maringá,https://g1.globo.com/pr/oeste-sudoeste/noticia/2026/06/16/empresario-condenado-golpe-vai-para-prisao-domiciliar.ghtml,fraude,100
"Câmera filma tentativa de feminicídio em posto de combustíveis em Jaboticabal, SP",2026-06-16T12:06:29+00:00,SP / Ribeirão Preto,https://g1.globo.com/sp/ribeirao-preto-franca/noticia/2026/06/16/camera-filma-tentativa-de-feminicidio-em-posto-de-combustiveis-em-jaboticabal-sp.ghtml,homicidio,95
Jovem é preso após tentar roubar estabelecimento comercial em Três Rios,2026-06-16T12:04:05+00:00,RJ / Volta Redonda,https://g1.globo.com/rj/sul-do-rio-costa-verde/noticia/2026/06/16/jovem-e-preso-apos-tentar-roubar-estabelecimento-comercial-em-tres-rios.ghtml,roubo,95
"Mães, babás e dono de motel são presos suspeitos de produzir e divulgar conteúdos de abuso sexual infantil",2026-06-16T12:03:36+00:00,SP / São José do Rio Preto,https://g1.globo.com/sp/sao-jose-do-rio-preto-aracatuba/noticia/2026/06/16/maes-babas-e-dono-de-motel-sao-presos-suspeitos-de-produzir-e-divulgar-conteudos-de-abuso-sexual-infantil.ghtml,estupro,95
"Motociclista morre após ser arremessado em colisão com carro na BR-316, em Bacabal",2026-06-16T12:00:38+00:00,MA / São Luís,https://g1.globo.com/ma/maranhao/noticia/2026/06/16/motociclista-morre-apos-colisao-com-carro-na-br-316-em-bacabal.ghtml,homicidio,90
Padrasto é preso suspeito de dopar e estuprar enteada de 16 anos em Caruaru,2026-06-16T12:00:28+00:00,PE / Caruaru,https://g1.globo.com/pe/caruaru-regiao/noticia/2026/06/16/padrasto-e-preso-suspeito-de-dopar-e-estuprar-enteada-de-16-anos-em-caruaru.ghtml,estupro,100
Operação contra crime organizado em Sorocaba prende casal por tráfico de drogas - G1,2026-06-16T11:57:30+00:00,SP / Sorocaba,https://news.google.com/rss/articles/CBMi-gFBVV95cUxNY0xiSDI5cmdnN3pESE1fZHZNR0JyWVlyU0p4Ykl2MHNCWVZPX3JOdkE0RHVGS0k2akQ2UE1VWkNRbGNIRkpkVUZDTFhHWVhXbWZpUFZtbzMyTUFLU1Y0cmZKMDhXb3I5SDJnR2pXWWt4czBJYXZGekdvMnBzNnNZb3hybUNZZ1pQZG8wMlZoRW5oX2JHaHc1bVFQNWI1NWhxTDVHWVpsdGE1UEZ0V2VrOExTMFgxczZhQ1AtN25rSHZ6UThHeVpvb2dIYUZpc2ozbW41VVd0TlFkV19oOWFWTXJESGRWM0NmY1ZPMlJVLUFPQmlhdUNFc0Zn0gGIAkFVX3lxTE1CMDdCRFJBR2pUZFd1YVcwSEYxWDIxbUFCQ2NORmRVU2p5YnhhSEd3YlpxWGpVdHNtZUZBVk9LOFI3djZ0Y2xhQ0swS1JuQ2U3YlJWSTJfYjQ3RUlKSjZ2TVBpS2JaSVIzR1ktVDBwajVTT1BqTkNqa0xQOUlfa1pwaVAxZE41cmJPcGhiS3BoV1ZKc1FncWFod3VFb2tJQTZZUndhbkUtekF4cEptYTBoY1VySGVoYUVEZnI1WUVYeW9obU9wWkxwcTJ4dWRsdzR2VkRyUGxJMGhIdHVVaXozMUxISHlDOHFOeWdkOFd3N1JxaGdSdGh1TFZWZF9Oa2FUWjZYSkdQdA?oc=5,policia,85
Tronco de árvore na pista provoca acidente e deixa um morto e quatro feridos na MG-060,2026-06-16T11:57:03+00:00,MG / Divinópolis,https://g1.globo.com/mg/centro-oeste/noticia/2026/06/16/tronco-de-arvore-na-pista-provoca-acidente-e-deixa-um-morto-e-quatro-feridos-na-mg-060.ghtml,homicidio,90
Cachorro é resgatado após ficar com a cabeça presa em parede no RS,2026-06-16T11:54:20+00:00,RS / Porto Alegre,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2026/06/16/cachorro-e-resgatado-apos-ficar-com-a-cabeca-presa-em-parede-no-rs.ghtml,outros,95
PF investiga fraude em escalas de plantão e desvio de recursos do Samu no Amapá,2026-06-16T11:45:31+00:00,AP / Macapá,https://g1.globo.com/ap/amapa/noticia/2026/06/16/pf-investiga-fraude-em-escalas-de-plantao-e-desvio-de-recursos-do-samu-em-macapa.ghtml,fraude,95
Mulher é encontrada morta dentro do porta-malas de carro em canavial no interior de SP,2026-06-16T11:43:31+00:00,SP / São José do Rio Preto,https://g1.globo.com/sp/sao-jose-do-rio-preto-aracatuba/noticia/2026/06/16/mulher-e-encontrada-morta-dentro-do-porta-malas-de-carro-em-canavial-no-interior-de-sp.ghtml,homicidio,100
Mulher é encontrada morta dentro do porta-malas de carro em canavial no interior de SP - G1,2026-06-16T11:43:31+00:00,SP / São José do Rio Preto,https://news.google.com/rss/articles/CBMi-wFBVV95cUxPSTBUd296RUIySVpiZ0p2MFBSc19yUFctSjU1ZF9BLXRQbVRVR2JQSHpVRGpOYjJJV05Mc1BPSnY3Z0cwdDBXMVVfWVFfaWE3cE9vdFloVjNRZ1E2VFBGVW5MdnhKZ3FTTFhnYkJkSG1pQ3dvUDVzOGFuVHhsNU12TkpmZloxdkVLVG1TQ0Fob3U0ZWdIVlY2Wmc2aTFVV2xEbTIwNnRMSTVzVmozX3hCLXJSV1p5RWdwckFTck5EUlVKZHFXZHFlM2JPXzctVE5ZaFprNnhBQ3VjVkxyXzdsU2wwUVRsWjJ3X3U3RmR4Z2ZrYnhVcXNaOHk5QdIBigJBVV95cUxOSmVVV2o5WmJjdWNWQ0UwYTd1Z0VkUnRFU1BBWld1aUNkME1IZEJkWGFFVXYxNVduTHp5elJuUlR0QzZzY1FfRmhwRThXVy1XZzFtaDhOTmxkS2MxcmVaTkozMXVNRFFfUjdvY0o3eWNKR3FlM1pfM01ZMFBvWldPQ0wyUF9RTS05MWRiLUNkOHhWeDlFVTduUkx4RjR2azJ4Z0VFZlduRm1EMHJpZXpUVUF5ZkNaRXlJZzJkNlRGZ2ZUbWFCbGNoRjlaVkhrNnEzcG1uNmxSckJOOVNYZklwZC1qQVNyTDVScWpiVlRJQ2RRc1JBNE9WdlhpbkMzUVZTNktuekNPNTFHQQ?oc=5,homicidio,100
Famílias de 10 potiguares mortos na ditadura recebem certidões corrigidas em Natal,2026-06-16T11:39:45+00:00,RN / Natal,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2026/06/16/familias-potiguares-mortos-ditadura-certidoes-corrigidas.ghtml,homicidio,95
Homem é preso após matar ex-companheira a facadas na frente do filho em MG,2026-06-16T11:33:27+00:00,MG / Juiz de Fora,https://g1.globo.com/mg/zona-da-mata/noticia/2026/06/16/homem-e-preso-apos-matar-ex-companheira-a-facadas-na-frente-do-filho-em-mg.ghtml,homicidio,100
Homem é preso em Valinhos por porte ilegal de arma durante operação contra tráfico de drogas e lavagem de dinheiro,2026-06-16T11:10:58+00:00,SP / Campinas,https://g1.globo.com/sp/campinas-regiao/noticia/2026/06/16/homem-e-preso-em-valinhos-por-porte-ilegal-de-arma-durante-operacao-contra-trafico-de-drogas-e-lavagem-de-dinheiro.ghtml,policia,95
Preso suspeito de matar homem a tiros de espingarda na zona rural de Coelho Neto no MA,2026-06-16T11:07:57+00:00,MA / São Luís,https://g1.globo.com/ma/maranhao/noticia/2026/06/16/preso-suspeito-de-matar-homem-a-tiros-de-espingarda-na-zona-rural-de-coelho-neto-no-ma.ghtml,homicidio,100
Suspeitos de usar dados de consumidores para fazer cobranças falsas via mensagem são presos em SP,2026-06-16T11:06:03+00:00,RS / Porto Alegre,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2026/06/16/operacao-cobrancas-falsas-via-mensagem-presos-em-sp.ghtml,fraude,95
Homem atira em cachorro na porta de loja em BH; VÍDEOS,2026-06-16T11:05:44+00:00,MG / Belo Horizonte,https://g1.globo.com/mg/minas-gerais/noticia/2026/06/16/homem-atira-em-cachorro-na-porta-de-loja-em-bh-videos.ghtml,violencia,85
Operação mira esquema de lavagem de dinheiro e tráfico ligado ao PCC e cumpre mandados no interior de SP,2026-06-16T11:05:00+00:00,SP / Campinas,https://g1.globo.com/sp/sao-jose-do-rio-preto-aracatuba/noticia/2026/06/16/operacao-mira-esquema-de-lavagem-de-dinheiro-e-trafico-ligado-ao-pcc-e-cumpre-mandados-no-interior-de-sp.ghtml,policia,90
Ação policial apreende mais de mil munições e armas de fogo em Macapá,2026-06-16T11:02:55+00:00,AP / Macapá,https://g1.globo.com/ap/amapa/noticia/2026/06/16/acao-policial-apreende-mais-de-mil-municoes-e-armas-de-fogo-em-macapa.ghtml,policia,95
Grupo alvo da PF usava depósitos em Campo Grande para distribuir cigarros ilegais pelo país,2026-06-16T11:01:21+00:00,MG / Campo Grande,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2026/06/16/grupo-alvo-da-pf-usava-depositos-em-campo-grande-para-distribuir-cigarros-ilegais-pelo-pais.ghtml,policia,95
